"Date"	"Time"	"Total volume"	"Reverse volume"	"Flow rate"	"On time"	"Temperature (medium)"	"Status"	"Min. flow rate"	"Max. flow rate"	"Error time"	"Forward volume"	"Temperature (environment)"	"Overload time"	"ac_id"
2019-03-19	17	61.219	"0.000 m³"	"0.075 m³/h"	"3150 h"	33.5	NA	"0.086 m³/h"	"2.670 m³/h"	"0 h"	"61.219 m³"	31.5	"0 s"	"1114612579"
2019-03-19	18	62.476	"0.000 m³"	"0.150 m³/h"	"3151 h"	33.5	NA	"0.183 m³/h"	"2.871 m³/h"	"0 h"	"62.476 m³"	29	"0 s"	"1114612579"
2019-03-19	19	62.568	"0.000 m³"	"0.069 m³/h"	"3152 h"	33.5	NA	"0.069 m³/h"	"0.122 m³/h"	"0 h"	"62.568 m³"	27.6	"0 s"	"1114612579"
2019-03-19	20	62.62	"0.000 m³"	"0.035 m³/h"	"3153 h"	33.4	NA	"0.044 m³/h"	"0.059 m³/h"	"0 h"	"62.620 m³"	26.8	"0 s"	"1114612579"
2019-03-19	21	62.658	"0.000 m³"	"0.033 m³/h"	"3154 h"	33.3	NA	"0.035 m³/h"	"0.041 m³/h"	"0 h"	"62.658 m³"	26.4	"0 s"	"1114612579"
2019-03-19	22	62.685	"0.000 m³"	"0.027 m³/h"	"3155 h"	33	NA	"0.023 m³/h"	"0.030 m³/h"	"0 h"	"62.685 m³"	25.9	"0 s"	"1114612579"
2019-03-19	23	62.706	"0.000 m³"	"0.018 m³/h"	"3156 h"	32.9	NA	"0.020 m³/h"	"0.022 m³/h"	"0 h"	"62.706 m³"	25.5	"0 s"	"1114612579"
2019-03-14	0	62.025	"0.000 m³"	"0.004 m³/h"	"6717 h"	25.9	NA	"0.004 m³/h"	"0.005 m³/h"	"0 h"	"62.025 m³"	18.7	"0 s"	"1723763288"
2019-03-14	1	62.029	"0.000 m³"	"0.004 m³/h"	"6718 h"	25.6	NA	"0.005 m³/h"	"0.005 m³/h"	"0 h"	"62.029 m³"	18.3	"0 s"	"1723763288"
2019-03-14	2	62.034	"0.000 m³"	"0.004 m³/h"	"6719 h"	25.1	NA	"0.004 m³/h"	"0.005 m³/h"	"0 h"	"62.034 m³"	17.9	"0 s"	"1723763288"
2019-03-14	3	62.038	"0.000 m³"	"0.002 m³/h"	"6720 h"	24.9	NA	"0.004 m³/h"	"0.004 m³/h"	"0 h"	"62.038 m³"	17.1	"0 s"	"1723763288"
2019-03-14	4	62.042	"0.000 m³"	"0.004 m³/h"	"6721 h"	24.8	NA	"0.004 m³/h"	"0.004 m³/h"	"0 h"	"62.042 m³"	16.7	"0 s"	"1723763288"
2019-03-14	5	62.937	"0.000 m³"	"1.767 m³/h"	"6722 h"	31.1	NA	"0.004 m³/h"	"1.784 m³/h"	"0 h"	"62.937 m³"	17.1	"0 s"	"1723763288"
2019-03-14	6	63.25	"0.000 m³"	"0.021 m³/h"	"6723 h"	27.7	NA	"0.016 m³/h"	"1.146 m³/h"	"0 h"	"63.250 m³"	17.5	"0 s"	"1723763288"
2019-03-14	7	63.259	"0.000 m³"	"0.005 m³/h"	"6724 h"	26	NA	"0.006 m³/h"	"0.012 m³/h"	"0 h"	"63.259 m³"	17.1	"0 s"	"1723763288"
2019-03-14	8	63.264	"0.000 m³"	"0.002 m³/h"	"6725 h"	25.2	NA	"0.003 m³/h"	"0.005 m³/h"	"0 h"	"63.264 m³"	17.3	"0 s"	"1723763288"
2019-03-14	9	63.267	"0.000 m³"	"-0.002 m³/h"	"6726 h"	25.6	NA	"0.003 m³/h"	"0.003 m³/h"	"0 h"	"63.267 m³"	19.1	"0 s"	"1723763288"
2019-03-14	10	63.269	"0.000 m³"	"0.000 m³/h"	"6727 h"	27.5	NA	"0.001 m³/h"	"0.003 m³/h"	"0 h"	"63.269 m³"	23.3	"0 s"	"1723763288"
2019-03-14	11	63.271	"0.000 m³"	"0.000 m³/h"	"6728 h"	28.7	NA	"0.001 m³/h"	"0.003 m³/h"	"0 h"	"63.271 m³"	28.6	"0 s"	"1723763288"
2019-03-14	12	63.273	"0.000 m³"	"0.002 m³/h"	"6729 h"	28.1	NA	"0.002 m³/h"	"0.003 m³/h"	"0 h"	"63.273 m³"	28.2	"0 s"	"1723763288"
2019-03-14	13	63.821	"0.000 m³"	"1.462 m³/h"	"6730 h"	32.3	NA	"0.002 m³/h"	"1.442 m³/h"	"0 h"	"63.821 m³"	29.5	"0 s"	"1723763288"
2019-03-14	14	64.581	"0.000 m³"	"0.029 m³/h"	"6731 h"	30.6	NA	"0.038 m³/h"	"1.451 m³/h"	"0 h"	"64.581 m³"	31.9	"0 s"	"1723763288"
2019-03-14	15	64.597	"0.000 m³"	"0.008 m³/h"	"6732 h"	29	NA	"0.011 m³/h"	"0.025 m³/h"	"0 h"	"64.597 m³"	32.6	"0 s"	"1723763288"
2019-03-14	16	64.604	"0.000 m³"	"0.007 m³/h"	"6733 h"	28.6	NA	"0.005 m³/h"	"0.008 m³/h"	"0 h"	"64.604 m³"	30.9	"0 s"	"1723763288"
2019-03-14	17	64.608	"0.000 m³"	"0.004 m³/h"	"6734 h"	27.9	NA	"0.004 m³/h"	"0.004 m³/h"	"0 h"	"64.608 m³"	28.2	"0 s"	"1723763288"
2019-03-14	18	64.611	"0.000 m³"	"0.004 m³/h"	"6735 h"	27.1	NA	"0.003 m³/h"	"0.004 m³/h"	"0 h"	"64.611 m³"	24.7	"0 s"	"1723763288"
2019-03-14	19	64.615	"0.000 m³"	"0.003 m³/h"	"6736 h"	26.9	NA	"0.003 m³/h"	"0.004 m³/h"	"0 h"	"64.615 m³"	22.6	"0 s"	"1723763288"
2019-03-14	20	64.619	"0.000 m³"	"0.004 m³/h"	"6737 h"	26.8	NA	"0.004 m³/h"	"0.004 m³/h"	"0 h"	"64.619 m³"	21.6	"0 s"	"1723763288"
2019-03-14	21	64.623	"0.000 m³"	"0.006 m³/h"	"6738 h"	26.9	NA	"0.004 m³/h"	"0.005 m³/h"	"0 h"	"64.623 m³"	21	"0 s"	"1723763288"
2019-03-14	22	64.628	"0.000 m³"	"0.004 m³/h"	"6739 h"	26.8	NA	"0.004 m³/h"	"0.005 m³/h"	"0 h"	"64.628 m³"	20.4	"0 s"	"1723763288"
2019-03-14	23	65.916	"0.000 m³"	"0.101 m³/h"	"6740 h"	31.6	NA	"0.833 m³/h"	"1.733 m³/h"	"0 h"	"65.916 m³"	20.8	"0 s"	"1723763288"
2019-03-15	0	65.946	"0.000 m³"	"0.015 m³/h"	"6741 h"	28.1	NA	"0.014 m³/h"	"0.052 m³/h"	"0 h"	"65.946 m³"	20	"0 s"	"1723763288"
2019-03-15	1	65.957	"0.000 m³"	"0.004 m³/h"	"6742 h"	26.7	NA	"0.007 m³/h"	"0.015 m³/h"	"0 h"	"65.957 m³"	19.1	"0 s"	"1723763288"
2019-03-15	2	65.964	"0.000 m³"	"0.008 m³/h"	"6743 h"	26.2	NA	"0.007 m³/h"	"0.007 m³/h"	"0 h"	"65.964 m³"	18.7	"0 s"	"1723763288"
2019-03-15	3	65.97	"0.000 m³"	"0.004 m³/h"	"6744 h"	26	NA	"0.005 m³/h"	"0.007 m³/h"	"0 h"	"65.970 m³"	19.1	"0 s"	"1723763288"
2019-03-15	4	65.975	"0.000 m³"	"0.006 m³/h"	"6745 h"	25.9	NA	"0.005 m³/h"	"0.005 m³/h"	"0 h"	"65.975 m³"	19.8	"0 s"	"1723763288"
2019-03-15	5	65.979	"0.000 m³"	"0.002 m³/h"	"6746 h"	25.6	NA	"0.004 m³/h"	"0.004 m³/h"	"0 h"	"65.979 m³"	19.6	"0 s"	"1723763288"
2019-03-15	6	65.982	"0.000 m³"	"0.002 m³/h"	"6747 h"	25.4	NA	"0.003 m³/h"	"0.003 m³/h"	"0 h"	"65.982 m³"	19.6	"0 s"	"1723763288"
2019-03-15	7	65.985	"0.000 m³"	"0.004 m³/h"	"6748 h"	25.2	NA	"0.003 m³/h"	"0.003 m³/h"	"0 h"	"65.985 m³"	18.7	"0 s"	"1723763288"
2019-03-15	8	65.987	"0.000 m³"	"0.004 m³/h"	"6749 h"	25.4	NA	"0.002 m³/h"	"0.003 m³/h"	"0 h"	"65.987 m³"	19.3	"0 s"	"1723763288"
2019-03-15	9	65.989	"0.000 m³"	"0.000 m³/h"	"6750 h"	25.5	NA	"0.001 m³/h"	"0.003 m³/h"	"0 h"	"65.989 m³"	20.6	"0 s"	"1723763288"
2019-03-15	10	66.146	"0.000 m³"	"1.579 m³/h"	"6751 h"	31.4	NA	"0.001 m³/h"	"0.623 m³/h"	"0 h"	"66.146 m³"	21.4	"0 s"	"1723763288"
2019-03-15	11	67.275	"0.000 m³"	"0.039 m³/h"	"6752 h"	30.8	NA	"0.107 m³/h"	"1.569 m³/h"	"0 h"	"67.275 m³"	24.3	"0 s"	"1723763288"
2019-03-15	12	67.295	"0.000 m³"	"0.012 m³/h"	"6753 h"	28.9	NA	"0.012 m³/h"	"0.031 m³/h"	"0 h"	"67.295 m³"	24.3	"0 s"	"1723763288"
2019-03-15	13	67.304	"0.000 m³"	"0.008 m³/h"	"6754 h"	28.1	NA	"0.008 m³/h"	"0.010 m³/h"	"0 h"	"67.304 m³"	24.7	"0 s"	"1723763288"
2019-03-15	14	67.31	"0.000 m³"	"0.004 m³/h"	"6755 h"	27.6	NA	"0.005 m³/h"	"0.006 m³/h"	"0 h"	"67.310 m³"	24.1	"0 s"	"1723763288"
2019-03-15	15	68.577	"0.000 m³"	"0.131 m³/h"	"6756 h"	32.3	NA	"0.853 m³/h"	"1.636 m³/h"	"0 h"	"68.577 m³"	24.1	"0 s"	"1723763288"
2019-03-15	16	68.608	"0.000 m³"	"0.013 m³/h"	"6757 h"	29.2	NA	"0.016 m³/h"	"0.063 m³/h"	"0 h"	"68.608 m³"	23.5	"0 s"	"1723763288"
2019-03-15	17	68.618	"0.000 m³"	"0.008 m³/h"	"6758 h"	28	NA	"0.008 m³/h"	"0.013 m³/h"	"0 h"	"68.618 m³"	22.2	"0 s"	"1723763288"
2019-03-15	18	68.626	"0.000 m³"	"0.007 m³/h"	"6759 h"	27.3	NA	"0.006 m³/h"	"0.009 m³/h"	"0 h"	"68.626 m³"	21.6	"0 s"	"1723763288"
2019-03-15	19	68.631	"0.000 m³"	"-0.006 m³/h"	"6760 h"	27	NA	"0.005 m³/h"	"0.006 m³/h"	"0 h"	"68.631 m³"	21	"0 s"	"1723763288"
2019-03-15	20	68.637	"0.000 m³"	"0.006 m³/h"	"6761 h"	27	NA	"0.005 m³/h"	"0.006 m³/h"	"0 h"	"68.637 m³"	20.6	"0 s"	"1723763288"
2019-03-15	21	68.642	"0.000 m³"	"0.006 m³/h"	"6762 h"	26.6	NA	"0.004 m³/h"	"0.005 m³/h"	"0 h"	"68.642 m³"	20.4	"0 s"	"1723763288"
2019-03-15	22	68.646	"0.000 m³"	"0.004 m³/h"	"6763 h"	26.5	NA	"0.004 m³/h"	"0.004 m³/h"	"0 h"	"68.646 m³"	20	"0 s"	"1723763288"
2019-03-15	23	68.65	"0.000 m³"	"0.001 m³/h"	"6764 h"	26.3	NA	"0.004 m³/h"	"0.004 m³/h"	"0 h"	"68.650 m³"	19.8	"0 s"	"1723763288"
2019-03-16	0	68.654	"0.000 m³"	"0.006 m³/h"	"6765 h"	25.9	NA	"0.004 m³/h"	"0.004 m³/h"	"0 h"	"68.654 m³"	19.1	"0 s"	"1723763288"
2019-03-16	1	68.658	"0.000 m³"	"0.004 m³/h"	"6766 h"	25.4	NA	"0.003 m³/h"	"0.004 m³/h"	"0 h"	"68.658 m³"	18.9	"0 s"	"1723763288"
2019-03-16	2	68.661	"0.000 m³"	"0.004 m³/h"	"6767 h"	25.2	NA	"0.003 m³/h"	"0.003 m³/h"	"0 h"	"68.661 m³"	18.3	"0 s"	"1723763288"
2019-03-16	3	68.664	"0.000 m³"	"0.004 m³/h"	"6768 h"	25	NA	"0.003 m³/h"	"0.003 m³/h"	"0 h"	"68.664 m³"	17.9	"0 s"	"1723763288"
2019-03-16	4	68.668	"0.000 m³"	"0.002 m³/h"	"6769 h"	24.8	NA	"0.003 m³/h"	"0.003 m³/h"	"0 h"	"68.668 m³"	17.9	"0 s"	"1723763288"
2019-03-16	5	68.671	"0.000 m³"	"0.002 m³/h"	"6770 h"	24.7	NA	"0.003 m³/h"	"0.003 m³/h"	"0 h"	"68.671 m³"	17.5	"0 s"	"1723763288"
2019-03-16	6	68.674	"0.000 m³"	"0.024 m³/h"	"6771 h"	24.3	NA	"0.002 m³/h"	"0.003 m³/h"	"0 h"	"68.674 m³"	17.3	"0 s"	"1723763288"
2019-03-16	7	70.137	"0.000 m³"	"1.373 m³/h"	"6772 h"	31.9	NA	"1.432 m³/h"	"1.491 m³/h"	"0 h"	"70.137 m³"	19.3	"0 s"	"1723763288"
2019-03-16	8	71.511	"0.000 m³"	"1.317 m³/h"	"6773 h"	31.7	NA	"1.352 m³/h"	"1.391 m³/h"	"0 h"	"71.511 m³"	20.8	"0 s"	"1723763288"
2019-03-16	9	72.26	"0.000 m³"	"0.028 m³/h"	"6774 h"	30.6	NA	"0.042 m³/h"	"1.308 m³/h"	"0 h"	"72.260 m³"	22.4	"0 s"	"1723763288"
2019-03-16	10	72.277	"0.000 m³"	"0.008 m³/h"	"6775 h"	29	NA	"0.011 m³/h"	"0.025 m³/h"	"0 h"	"72.277 m³"	24.7	"0 s"	"1723763288"
2019-03-16	11	73.195	"0.000 m³"	"1.281 m³/h"	"6776 h"	31.3	NA	"0.009 m³/h"	"1.290 m³/h"	"0 h"	"73.195 m³"	27.8	"0 s"	"1723763288"
2019-03-16	12	73.618	"0.000 m³"	"0.029 m³/h"	"6777 h"	30.1	NA	"0.023 m³/h"	"1.259 m³/h"	"0 h"	"73.618 m³"	28.6	"0 s"	"1723763288"
2019-03-16	13	73.633	"0.000 m³"	"0.010 m³/h"	"6778 h"	29.1	NA	"0.011 m³/h"	"0.020 m³/h"	"0 h"	"73.633 m³"	28.6	"0 s"	"1723763288"
2019-03-16	14	73.642	"0.000 m³"	"0.009 m³/h"	"6779 h"	28.7	NA	"0.008 m³/h"	"0.009 m³/h"	"0 h"	"73.642 m³"	29.5	"0 s"	"1723763288"
2019-03-16	15	74.39	"0.000 m³"	"1.524 m³/h"	"6780 h"	31.9	NA	"0.009 m³/h"	"1.506 m³/h"	"0 h"	"74.390 m³"	30.7	"0 s"	"1723763288"
2019-03-16	16	75.028	"0.000 m³"	"0.000 m³/h"	"6781 h"	30.2	NA	"0.025 m³/h"	"1.485 m³/h"	"0 h"	"75.028 m³"	30.7	"0 s"	"1723763288"
2019-03-16	17	75.292	"0.000 m³"	"1.365 m³/h"	"6782 h"	32.5	NA	"0.010 m³/h"	"1.012 m³/h"	"0 h"	"75.292 m³"	27.8	"0 s"	"1723763288"
2019-03-16	18	76.708	"0.000 m³"	"1.130 m³/h"	"6783 h"	32.6	NA	"1.356 m³/h"	"1.449 m³/h"	"0 h"	"76.708 m³"	26.4	"0 s"	"1723763288"
2019-03-16	19	76.867	"0.000 m³"	"1.496 m³/h"	"6784 h"	31.9	NA	"0.026 m³/h"	"0.300 m³/h"	"0 h"	"76.867 m³"	25.1	"0 s"	"1723763288"
2019-03-16	20	78.202	"0.000 m³"	"0.052 m³/h"	"6785 h"	32	NA	"0.660 m³/h"	"1.577 m³/h"	"0 h"	"78.202 m³"	25.1	"0 s"	"1723763288"
2019-03-16	21	78.228	"0.000 m³"	"0.012 m³/h"	"6786 h"	29.3	NA	"0.014 m³/h"	"0.043 m³/h"	"0 h"	"78.228 m³"	24.3	"0 s"	"1723763288"
2019-03-16	22	78.238	"0.000 m³"	"0.007 m³/h"	"6787 h"	28.3	NA	"0.008 m³/h"	"0.012 m³/h"	"0 h"	"78.238 m³"	23.5	"0 s"	"1723763288"
2019-03-16	23	78.244	"0.000 m³"	"0.004 m³/h"	"6788 h"	27.6	NA	"0.005 m³/h"	"0.007 m³/h"	"0 h"	"78.244 m³"	22.6	"0 s"	"1723763288"
2019-03-17	0	78.249	"0.000 m³"	"0.003 m³/h"	"6789 h"	27.5	NA	"0.005 m³/h"	"0.005 m³/h"	"0 h"	"78.249 m³"	22	"0 s"	"1723763288"
2019-03-17	1	79.235	"0.000 m³"	"1.728 m³/h"	"6790 h"	32.5	NA	"0.005 m³/h"	"1.796 m³/h"	"0 h"	"79.235 m³"	22.4	"0 s"	"1723763288"
2019-03-17	2	79.515	"0.000 m³"	"0.019 m³/h"	"6791 h"	29.8	NA	"0.025 m³/h"	"0.998 m³/h"	"0 h"	"79.515 m³"	22.6	"0 s"	"1723763288"
2019-03-17	3	79.529	"0.000 m³"	"0.010 m³/h"	"6792 h"	28.4	NA	"0.010 m³/h"	"0.018 m³/h"	"0 h"	"79.529 m³"	22.4	"0 s"	"1723763288"
2019-03-17	4	79.536	"0.000 m³"	"0.003 m³/h"	"6793 h"	27.6	NA	"0.005 m³/h"	"0.010 m³/h"	"0 h"	"79.536 m³"	22.2	"0 s"	"1723763288"
2019-03-17	5	79.54	"0.000 m³"	"0.003 m³/h"	"6794 h"	27	NA	"0.003 m³/h"	"0.005 m³/h"	"0 h"	"79.540 m³"	22	"0 s"	"1723763288"
2019-03-17	6	79.542	"0.000 m³"	"0.000 m³/h"	"6795 h"	26.3	NA	"0.001 m³/h"	"0.003 m³/h"	"0 h"	"79.542 m³"	21.4	"0 s"	"1723763288"
2019-03-17	7	79.73	"0.000 m³"	"1.317 m³/h"	"6796 h"	32.6	NA	"0.000 m³/h"	"0.752 m³/h"	"0 h"	"79.730 m³"	21.6	"0 s"	"1723763288"
2019-03-17	8	81.007	"0.000 m³"	"0.993 m³/h"	"6797 h"	32.9	NA	"1.201 m³/h"	"1.308 m³/h"	"0 h"	"81.007 m³"	23.5	"0 s"	"1723763288"
2019-03-17	9	81.093	"0.000 m³"	"0.016 m³/h"	"6798 h"	29.8	NA	"0.018 m³/h"	"0.268 m³/h"	"0 h"	"81.093 m³"	24.5	"0 s"	"1723763288"
2019-03-17	10	81.105	"0.000 m³"	"0.008 m³/h"	"6799 h"	28.7	NA	"0.008 m³/h"	"0.016 m³/h"	"0 h"	"81.105 m³"	25.1	"0 s"	"1723763288"
2019-03-17	11	81.113	"0.000 m³"	"0.003 m³/h"	"6800 h"	28.5	NA	"0.006 m³/h"	"0.009 m³/h"	"0 h"	"81.113 m³"	25.5	"0 s"	"1723763288"
2019-03-17	12	82.359	"0.000 m³"	"0.271 m³/h"	"6801 h"	31.1	NA	"0.963 m³/h"	"1.442 m³/h"	"0 h"	"82.359 m³"	27.4	"0 s"	"1723763288"
2019-03-17	13	82.397	"0.000 m³"	"0.013 m³/h"	"6802 h"	29.8	NA	"0.018 m³/h"	"0.076 m³/h"	"0 h"	"82.397 m³"	29	"0 s"	"1723763288"
2019-03-17	14	82.407	"0.000 m³"	"0.008 m³/h"	"6803 h"	29	NA	"0.008 m³/h"	"0.013 m³/h"	"0 h"	"82.407 m³"	30.1	"0 s"	"1723763288"
2019-03-17	15	82.413	"0.000 m³"	"0.005 m³/h"	"6804 h"	29.3	NA	"0.005 m³/h"	"0.007 m³/h"	"0 h"	"82.413 m³"	31.7	"0 s"	"1723763288"
2019-03-17	16	82.507	"0.000 m³"	"1.422 m³/h"	"6805 h"	31.8	NA	"0.004 m³/h"	"0.362 m³/h"	"0 h"	"82.507 m³"	32.1	"0 s"	"1723763288"
2019-03-17	17	83.908	"0.000 m³"	"1.427 m³/h"	"6806 h"	32.4	NA	"1.391 m³/h"	"1.409 m³/h"	"0 h"	"83.908 m³"	31.5	"0 s"	"1723763288"
2019-03-17	18	85.304	"0.000 m³"	"1.402 m³/h"	"6807 h"	33.1	NA	"1.391 m³/h"	"1.401 m³/h"	"0 h"	"85.304 m³"	30.5	"0 s"	"1723763288"
2019-03-17	19	86.045	"0.000 m³"	"0.027 m³/h"	"6808 h"	31.1	NA	"0.035 m³/h"	"1.423 m³/h"	"0 h"	"86.045 m³"	28	"0 s"	"1723763288"
2019-03-17	20	86.875	"0.000 m³"	"1.605 m³/h"	"6809 h"	32.9	NA	"0.025 m³/h"	"1.584 m³/h"	"0 h"	"86.875 m³"	25.7	"0 s"	"1723763288"
2019-03-17	21	87.383	"0.000 m³"	"0.023 m³/h"	"6810 h"	30.2	NA	"0.023 m³/h"	"1.529 m³/h"	"0 h"	"87.383 m³"	24.1	"0 s"	"1723763288"
2019-03-17	22	87.396	"0.000 m³"	"0.011 m³/h"	"6811 h"	28.6	NA	"0.011 m³/h"	"0.018 m³/h"	"0 h"	"87.396 m³"	22.6	"0 s"	"1723763288"
2019-03-17	23	87.404	"0.000 m³"	"0.008 m³/h"	"6812 h"	27.5	NA	"0.007 m³/h"	"0.011 m³/h"	"0 h"	"87.404 m³"	21.6	"0 s"	"1723763288"
2019-03-18	0	87.411	"0.000 m³"	"0.006 m³/h"	"6813 h"	26.9	NA	"0.007 m³/h"	"0.007 m³/h"	"0 h"	"87.411 m³"	21	"0 s"	"1723763288"
2019-03-18	1	87.416	"0.000 m³"	"0.003 m³/h"	"6814 h"	26.4	NA	"0.004 m³/h"	"0.007 m³/h"	"0 h"	"87.416 m³"	20.4	"0 s"	"1723763288"
2019-03-18	2	87.421	"0.000 m³"	"0.006 m³/h"	"6815 h"	26.1	NA	"0.004 m³/h"	"0.005 m³/h"	"0 h"	"87.421 m³"	19.6	"0 s"	"1723763288"
2019-03-18	3	87.425	"0.000 m³"	"0.004 m³/h"	"6816 h"	25.7	NA	"0.004 m³/h"	"0.005 m³/h"	"0 h"	"87.425 m³"	18.7	"0 s"	"1723763288"
2019-03-18	4	87.429	"0.000 m³"	"0.004 m³/h"	"6817 h"	25.6	NA	"0.004 m³/h"	"0.004 m³/h"	"0 h"	"87.429 m³"	18.5	"0 s"	"1723763288"
2019-03-18	5	88.104	"0.000 m³"	"1.695 m³/h"	"6818 h"	31.9	NA	"0.004 m³/h"	"1.730 m³/h"	"0 h"	"88.104 m³"	18.7	"0 s"	"1723763288"
2019-03-18	6	88.648	"0.000 m³"	"0.019 m³/h"	"6819 h"	29	NA	"0.023 m³/h"	"1.643 m³/h"	"0 h"	"88.648 m³"	18.7	"0 s"	"1723763288"
2019-03-18	7	88.661	"0.000 m³"	"0.005 m³/h"	"6820 h"	27.6	NA	"0.008 m³/h"	"0.017 m³/h"	"0 h"	"88.661 m³"	18.9	"0 s"	"1723763288"
2019-03-18	8	88.667	"0.000 m³"	"0.005 m³/h"	"6821 h"	27	NA	"0.005 m³/h"	"0.008 m³/h"	"0 h"	"88.667 m³"	20.2	"0 s"	"1723763288"
2019-03-18	9	89.589	"0.000 m³"	"1.427 m³/h"	"6822 h"	33.1	NA	"0.005 m³/h"	"1.443 m³/h"	"0 h"	"89.589 m³"	22.4	"0 s"	"1723763288"
2019-03-18	10	89.974	"0.000 m³"	"0.021 m³/h"	"6823 h"	30.1	NA	"0.021 m³/h"	"1.311 m³/h"	"0 h"	"89.974 m³"	25.3	"0 s"	"1723763288"
2019-03-18	11	89.986	"0.000 m³"	"0.009 m³/h"	"6824 h"	29.1	NA	"0.010 m³/h"	"0.016 m³/h"	"0 h"	"89.986 m³"	27.8	"0 s"	"1723763288"
2019-03-18	12	91.248	"0.000 m³"	"1.104 m³/h"	"6825 h"	32.1	NA	"0.761 m³/h"	"1.466 m³/h"	"0 h"	"91.248 m³"	27	"0 s"	"1723763288"
2019-03-18	13	91.326	"0.000 m³"	"0.013 m³/h"	"6826 h"	29.8	NA	"0.017 m³/h"	"0.233 m³/h"	"0 h"	"91.326 m³"	26.4	"0 s"	"1723763288"
2019-03-18	14	91.336	"0.000 m³"	"0.010 m³/h"	"6827 h"	28.8	NA	"0.008 m³/h"	"0.013 m³/h"	"0 h"	"91.336 m³"	27	"0 s"	"1723763288"
2019-03-18	15	92.387	"0.000 m³"	"1.531 m³/h"	"6828 h"	32	NA	"0.007 m³/h"	"1.554 m³/h"	"0 h"	"92.387 m³"	28	"0 s"	"1723763288"
2019-03-18	16	92.69	"0.000 m³"	"0.017 m³/h"	"6829 h"	29.7	NA	"0.020 m³/h"	"1.093 m³/h"	"0 h"	"92.690 m³"	26.6	"0 s"	"1723763288"
2019-03-18	17	92.702	"0.000 m³"	"0.008 m³/h"	"6830 h"	28.3	NA	"0.008 m³/h"	"0.015 m³/h"	"0 h"	"92.702 m³"	24.5	"0 s"	"1723763288"
2019-03-18	18	92.708	"0.000 m³"	"0.006 m³/h"	"6831 h"	27.4	NA	"0.005 m³/h"	"0.006 m³/h"	"0 h"	"92.708 m³"	21.6	"0 s"	"1723763288"
2019-03-18	19	92.835	"0.000 m³"	"1.607 m³/h"	"6832 h"	31.6	NA	"0.005 m³/h"	"0.493 m³/h"	"0 h"	"92.835 m³"	20.2	"0 s"	"1723763288"
2019-03-18	20	94.009	"0.000 m³"	"0.045 m³/h"	"6833 h"	31.2	NA	"0.128 m³/h"	"1.593 m³/h"	"0 h"	"94.009 m³"	20.4	"0 s"	"1723763288"
2019-03-18	21	94.03	"0.000 m³"	"0.006 m³/h"	"6834 h"	28.7	NA	"0.013 m³/h"	"0.034 m³/h"	"0 h"	"94.030 m³"	19.8	"0 s"	"1723763288"
2019-03-18	22	94.039	"0.000 m³"	"0.006 m³/h"	"6835 h"	27.7	NA	"0.007 m³/h"	"0.010 m³/h"	"0 h"	"94.039 m³"	19.1	"0 s"	"1723763288"
2019-03-18	23	94.046	"0.000 m³"	"0.008 m³/h"	"6836 h"	27	NA	"0.006 m³/h"	"0.007 m³/h"	"0 h"	"94.046 m³"	18.7	"0 s"	"1723763288"
2019-03-19	0	94.051	"0.000 m³"	"0.003 m³/h"	"6837 h"	26.3	NA	"0.005 m³/h"	"0.007 m³/h"	"0 h"	"94.051 m³"	18.3	"0 s"	"1723763288"
2019-03-19	1	94.056	"0.000 m³"	"0.005 m³/h"	"6838 h"	26	NA	"0.004 m³/h"	"0.005 m³/h"	"0 h"	"94.056 m³"	17.9	"0 s"	"1723763288"
2019-03-19	2	94.06	"0.000 m³"	"0.004 m³/h"	"6839 h"	25.6	NA	"0.004 m³/h"	"0.005 m³/h"	"0 h"	"94.060 m³"	17.5	"0 s"	"1723763288"
2019-03-19	3	94.064	"0.000 m³"	"0.003 m³/h"	"6840 h"	25.4	NA	"0.004 m³/h"	"0.004 m³/h"	"0 h"	"94.064 m³"	17.3	"0 s"	"1723763288"
2019-03-19	4	94.067	"0.000 m³"	"0.002 m³/h"	"6841 h"	25.1	NA	"0.003 m³/h"	"0.004 m³/h"	"0 h"	"94.067 m³"	16.9	"0 s"	"1723763288"
2019-03-19	5	94.071	"0.000 m³"	"0.006 m³/h"	"6842 h"	24.9	NA	"0.003 m³/h"	"0.003 m³/h"	"0 h"	"94.071 m³"	16.7	"0 s"	"1723763288"
2019-03-19	6	94.099	"0.000 m³"	"1.313 m³/h"	"6843 h"	30.2	NA	"0.002 m³/h"	"0.107 m³/h"	"0 h"	"94.099 m³"	16.9	"0 s"	"1723763288"
2019-03-19	7	95.316	"0.000 m³"	"0.068 m³/h"	"6844 h"	29.8	NA	"0.671 m³/h"	"1.440 m³/h"	"0 h"	"95.316 m³"	18.9	"0 s"	"1723763288"
2019-03-19	8	95.341	"0.000 m³"	"0.015 m³/h"	"6845 h"	28.3	NA	"0.016 m³/h"	"0.043 m³/h"	"0 h"	"95.341 m³"	20.2	"0 s"	"1723763288"
2019-03-19	9	95.35	"0.000 m³"	"0.006 m³/h"	"6846 h"	27.7	NA	"0.008 m³/h"	"0.011 m³/h"	"0 h"	"95.350 m³"	21	"0 s"	"1723763288"
2019-03-19	10	95.402	"0.000 m³"	"1.238 m³/h"	"6847 h"	30.6	NA	"0.005 m³/h"	"0.191 m³/h"	"0 h"	"95.402 m³"	23.1	"0 s"	"1723763288"
